title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Boomy and The Boost	Sub	CB2	0	0	0	19.067	41.8095									TRUE	6	NP	F	0	-	538		TRUE	9	F	AA	1658	-	1042	1.90670000E+001	TRUE	12	F	D	1383	-	1826										TRUE	6	NP	F	0	-	576		TRUE	9	FC	AAA	2013	0	1088		TRUE	12	HC	AA	3097	25	1798	4.18095000E+001									
ANAGMA	Sub	CB2	0	0	0	0	34.5535									TRUE	5	NP	F	0	-	522		TRUE	8	NP	F	0	-	925		TRUE	10	NP	F	0	-	1339										TRUE	5	NP	F	0	-	520		TRUE	8	NP	F	0	-	952		TRUE	10	EX	AAA	2383	2	1327	3.45535000E+001									
ハイ*ビスカス ft. Kanae Asaba	Sub	CB1	0	0	0	29.498	34.8435									TRUE	4	NP	F	0	-	438		TRUE	7	NP	F	0	-	784		TRUE	10	EX	AA	2107	20	1233	2.94980000E+001									TRUE	5	NP	F	0	-	531		TRUE	8	NP	F	0	-	772		TRUE	10	EX	AAA	2403	2	1303	3.48435000E+001									
Alpheratz	Sub	CB2	0	0	0	23.571	27.7675									TRUE	2	NP	F	0	-	218		TRUE	5	NP	F	0	-	519		TRUE	9	HC	AA	1746	13	1049	2.35710000E+001									TRUE	3	NP	F	0	-	281		TRUE	5	NP	F	0	-	574		TRUE	9	EX	AAA	1915	1	1023	2.77675000E+001									
Amor De Verão	Sub	CB1	0	0	0	26.32	32.895									TRUE	4	NP	F	0	-	404		TRUE	8	EX	AA	1171	8	728		TRUE	11	EX	AA	1880	15	1193	2.63200000E+001									TRUE	5	NP	F	0	-	452		TRUE	8	FC	AAA	1345	0	729		TRUE	11	FC	AAA	2193	5	1206	3.28950000E+001									
LUV DRIVE	Sub	CB2	0	0	0	0	27.956									TRUE	5	NP	F	0	-	419		TRUE	7	NP	F	0	-	683		TRUE	10	NP	F	0	-	1075										TRUE	5	NP	F	0	-	480		TRUE	7	NP	F	0	-	670		TRUE	10	FC	AA	1928	2	1103	2.79560000E+001									
HAT TRICK	Sub	CB1	0	0	0	0	29.512									TRUE	5	NP	F	0	-	438		TRUE	8	NP	F	0	-	732		TRUE	10	NP	F	0	-	1118										TRUE	5	NP	F	0	-	465		TRUE	8	NP	F	0	-	777		TRUE	10	EX	AA	2108	8	1215	2.95120000E+001									
Break Stasis	Sub	CB2	0	0	0	18.06	4.65									TRUE	6	FC	AAA	1204	0	673	1.80600000E+001	TRUE	9	NP	F	0	-	980		TRUE	10	NP	F	0	-	1274										TRUE	6	NP	F	0	-	670		TRUE	9	NP	F	0	-	990		TRUE	10	F	F	465	-	1282	4.65000000E+000									
エディブルフラワーの独白	Sub	CB1	0	0	0	0	32.19									TRUE	4	NP	F	0	-	411		TRUE	8	NP	F	0	-	795		TRUE	10	NP	F	0	-	1110										TRUE	4	NP	F	0	-	414		TRUE	8	NP	F	0	-	779		TRUE	10	EX	AAA	2220	3	1174	3.21900000E+001									
Exhaust Hype	Sub	CB2	0	0	0	21.357	38.175									TRUE	5	NP	F	0	-	523		TRUE	9	HC	AA	1582	17	994	2.13570000E+001	TRUE	11	NP	F	0	-	1426										TRUE	5	NP	F	0	-	503		TRUE	9	NP	F	0	-	963		TRUE	11	FC	AAA	2545	4	1393	3.81750000E+001									
FREEDOM	Sub	CB2	0	0	0	0	36.694									TRUE	5	NP	F	0	-	511		TRUE	8	NP	F	0	-	880		TRUE	11	NP	F	0	-	1481										TRUE	5	NP	F	0	-	507		TRUE	8	FC	AAA	1613	1	852		TRUE	11	EX	AA	2621	11	1482	3.66940000E+001									
Slipstream	Sub	CB2	0	0	0	0	40.194									TRUE	5	NP	F	0	-	546		TRUE	9	NP	F	0	-	1054		TRUE	12	NP	F	0	-	1822										TRUE	5	NP	F	0	-	566		TRUE	9	NP	F	0	-	1001		TRUE	12	EX	AA	2871	22	1717	4.01940000E+001									
Best of Me	Sub	CB1	0	0	0	27.09	31.62									TRUE	4	NP	F	0	-	413		TRUE	8	NP	F	0	-	810		TRUE	10	EX	AA	1935	6	1127	2.70900000E+001									TRUE	4	NP	F	0	-	409		TRUE	8	NP	F	0	-	761		TRUE	10	FC	AAA	2108	0	1121	3.16200000E+001									
Around the Future	Base	Base	0	0	0	0	32.368									TRUE	6	NP	F	0	-	561		TRUE	9	NP	F	0	-	892		TRUE	11	NP	F	0	-	1329										TRUE	6	NP	F	0	-	570		TRUE	9	NP	F	0	-	942		TRUE	11	EX	AA	2312	24	1385	3.23680000E+001									
FUTURE is Dead	Sub	CB1	0	0	0	0	26.67									TRUE	5	NP	F	0	-	467		TRUE	8	NP	F	0	-	767		TRUE	11	NP	F	0	-	1151										TRUE	5	NP	F	0	-	443		TRUE	8	NP	F	0	-	740		TRUE	11	EX	AA	1905	10	1095	2.66700000E+001									
Acidiva 303	Sub	CB1	0	0	0	0	30.45									TRUE	4	NP	F	0	-	416		TRUE	7	NP	F	0	-	703		TRUE	10	NP	F	0	-	1161										TRUE	4	NP	F	0	-	416		TRUE	7	NP	F	0	-	702		TRUE	10	FC	AAA	2030	1	1109	3.04500000E+001									
1001 -ESCAPE-	Sub	CB2	0	0	0	26.104	37.71									TRUE	5	NP	F	0	-	524		TRUE	8	FC	AAA	1618	1	866		TRUE	10	HC	A	2008	29	1327	2.61040000E+001									TRUE	5	NP	F	0	-	538		TRUE	8	NP	F	0	-	851		TRUE	10	FC	AAA	2514	4	1333	3.77100000E+001									
共犯ヘヴンズコード	Sub	SS1	0	0	0	0	32.46									TRUE	3	NP	F	0	-	258		TRUE	7	NP	F	0	-	704		TRUE	10	NP	F	0	-	1149										TRUE	3	NP	F	0	-	267		TRUE	7	NP	F	0	-	697		TRUE	10	FC	AAA	2164	2	1141	3.24600000E+001									
うさ☆かめ 大戦争！	Sub	CB2	0	0	0	14.83	29.666									TRUE	6	NP	F	0	-	487		TRUE	8	NP	F	0	-	836		TRUE	11	F	B	1483	-	1276	1.48300000E+001									TRUE	6	NP	F	0	-	479		TRUE	8	NP	F	0	-	809		TRUE	11	EX	AA	2119	3	1257	2.96660000E+001									
Nothing but Theory	Sub	CB1	0	0	0	0	37.47									TRUE	5	NP	F	0	-	556		TRUE	8	NP	F	0	-	811		TRUE	11	NP	F	0	-	1438										TRUE	6	NP	F	0	-	601		TRUE	9	NP	F	0	-	910		TRUE	11	FC	AAA	2498	6	1397	3.74700000E+001									
Illusionary Waterlily	Sub	CB1	0	0	0	0	39.2715									TRUE	6	NP	F	0	-	667		TRUE	10	NP	F	0	-	1164		TRUE	12	NP	F	0	-	1803										TRUE	6	NP	F	0	-	687		TRUE	10	EX	AAA	2197	7	1225		TRUE	12	HC	AA	2909	30	1740	3.92715000E+001									
n'pa pa BBQ	Sub	CB2	0	0	0	17.4825	34.776									TRUE	4	NP	F	0	-	469		TRUE	8	NP	F	0	-	892		TRUE	11	EC	B	1665	105	1408	1.74825000E+001									TRUE	5	NP	F	0	-	531		TRUE	8	FC	AAA	1716	0	909		TRUE	11	EX	AA	2484	5	1423	3.47760000E+001									
Temple of Anubis	Sub	CB1	0	0	0	0	32.872									TRUE	5	NP	F	0	-	517		TRUE	8	NP	F	0	-	781		TRUE	11	NP	F	0	-	1345										TRUE	5	NP	F	0	-	549		TRUE	8	NP	F	0	-	909		TRUE	11	EX	AA	2348	6	1332	3.28720000E+001									
Persephone	Sub	CB2	0	0	0	18.42	36.876									TRUE	6	NP	F	0	-	690		TRUE	9	NP	F	0	-	1007		TRUE	12	F	B	1842	-	1539	1.84200000E+001									TRUE	6	NP	F	0	-	669		TRUE	10	NP	F	0	-	1142		TRUE	12	EX	AA	2634	4	1573	3.68760000E+001									
Hella Deep	Sub	CB1	0	0	0	0	25.346									TRUE	4	NP	F	0	-	325		TRUE	7	NP	F	0	-	538		TRUE	10	NP	F	0	-	959										TRUE	4	EX	AAA	629	1	328		TRUE	8	NP	F	0	-	554		TRUE	10	EX	AAA	1748	6	959	2.53460000E+001									
Static State	Sub	CB1	0	0	0	18.122	29.484									TRUE	6	NP	F	0	-	540		TRUE	9	HC	A	1394	15	912	1.81220000E+001	TRUE	10	NP	F	0	-	1218										TRUE	6	FC	AAA	1015	0	521		TRUE	9	NP	F	0	-	882		TRUE	10	EX	AA	2106	7	1196	2.94840000E+001									
Get Up! feat. Kanae Asaba	Sub	CB1	0	0	0	22.372	28.35									TRUE	3	NP	F	0	-	296		TRUE	7	NP	F	0	-	645		TRUE	9	EX	AA	1598	3	966	2.23720000E+001									TRUE	4	NP	F	0	-	341		TRUE	7	NP	F	0	-	686		TRUE	9	FC	AAA	1890	0	1000	2.83500000E+001									
Midnight Lady	Sub	CB1	0	0	0	0	27.521									TRUE	4	NP	F	0	-	323		TRUE	6	NP	F	0	-	596		TRUE	9	NP	F	0	-	979										TRUE	4	NP	F	0	-	325		TRUE	6	NP	F	0	-	572		TRUE	9	EX	AAA	1898	5	1035	2.75210000E+001									
The Chase	Sub	CB1	0	0	0	17.974	24.516									TRUE	5	NP	F	0	-	359		TRUE	10	NP	F	0	-	710		TRUE	12	F	A	1634	55	1148	1.79740000E+001									TRUE	5	NP	F	0	-	372		TRUE	10	NP	F	0	-	737		TRUE	12	HC	AA	1816	32	1142	2.45160000E+001									
UMMU	Sub	SS3	0	0	0	0	37.296	TRUE	2	NP	F	0	-	220		TRUE	6	NP	F	0	-	626		TRUE	10	NP	F	0	-	1083		TRUE	11	NP	F	0	-	1587										TRUE	7	NP	F	0	-	673		TRUE	10	NP	F	0	-	1127		TRUE	11	EX	AA	2664	24	1614	3.72960000E+001									
Rise Circuit	Sub	CB1	0	0	0	16.666	29.932									TRUE	5	NP	F	0	-	477		TRUE	9	HC	A	1282	11	826	1.66660000E+001	TRUE	11	NP	F	0	-	1180										TRUE	5	NP	F	0	-	489		TRUE	8	FC	AAA	1582	1	845		TRUE	11	EX	AA	2138	3	1210	2.99320000E+001									
Chemical Cookie	Sub	SS3	0	0	0	17.303	29.49									TRUE	5	NP	F	0	-	419		TRUE	8	NP	F	0	-	739		TRUE	10	F	A	1573	-	1081	1.73030000E+001									TRUE	5	NP	F	0	-	389		TRUE	8	NP	F	0	-	724		TRUE	11	FC	AAA	1966	3	1061	2.94900000E+001									
Xperanza	Bits	Bits	7000	10000	12000	0	39.5145	TRUE	3	NP	F	0	-	276		TRUE	7	NP	F	0	-	701		TRUE	10	NP	F	0	-	1238		TRUE	12	NP	F	0	-	1637										TRUE	7	NP	F	0	-	690		TRUE	10	FC	AAA	2198	0	1141		TRUE	12	HC	AA	2927	29	1698	3.95145000E+001									
Eine Haube ～聖地の果てにあるもの～	Sub	PNM1	0	0	0	11.64	32.592									TRUE	5	NP	F	0	-	493		TRUE	8	NP	F	0	-	728		TRUE	11	F	D	1164	-	1321	1.16400000E+001									TRUE	5	NP	F	0	-	503		TRUE	9	NP	F	0	-	765		TRUE	12	EX	AA	2328	14	1346	3.25920000E+001									
Only for now	Sub	CB2	0	0	0	28.112	31.92									TRUE	4	NP	F	0	-	459		TRUE	8	NP	F	0	-	797		TRUE	10	EX	AA	2008	13	1138	2.81120000E+001	TRUE	11	NP	F	0	-	1460		TRUE	5	NP	F	0	-	503		TRUE	8	NP	F	0	-	807		TRUE	10	FC	AAA	2128	1	1128	3.19200000E+001	TRUE	11	NP	F	0	-	1481		
From Time To Time	Sub	CB2	0	0	0	17.147	35.88									TRUE	4	NP	F	0	-	404		TRUE	9	HC	A	1319	27	983	1.71470000E+001	TRUE	10	NP	F	0	-	1293										TRUE	4	NP	F	0	-	404		TRUE	10	FC	AAA	1818	4	983		TRUE	11	FC	AAA	2392	5	1293	3.58800000E+001									
SPEED	Sub	CB2	0	0	0	0	30.506									TRUE	5	NP	F	0	-	455		TRUE	8	NP	F	0	-	853		TRUE	10	NP	F	0	-	1359										TRUE	5	NP	F	0	-	417		TRUE	8	NP	F	0	-	798		TRUE	10	EX	AA	2179	4	1252	3.05060000E+001									
Fervidex	Sub	CB2	0	0	0	34.342	37.6565									TRUE	5	NP	F	0	-	432		TRUE	9	NP	F	0	-	915		TRUE	11	HC	AAA	2453	15	1361	3.43420000E+001									TRUE	5	NP	F	0	-	427		TRUE	9	FC	AAA	1762	1	912		TRUE	11	EX	AAA	2597	7	1397	3.76565000E+001									
DEADHEAT	Sub	CB2	0	0	0	0	37.854									TRUE	6	NP	F	0	-	606		TRUE	10	NP	F	0	-	1066		TRUE	12	NP	F	0	-	1721										TRUE	7	NP	F	0	-	611		TRUE	10	NP	F	0	-	1074		TRUE	12	HC	AA	2804	50	1757	3.78540000E+001									
Arca	Bits	Bits	5000	9000	12000	34.8975	38.864									TRUE	5	NP	F	0	-	468		TRUE	9	NP	F	0	-	961		TRUE	12	HC	AA	2585	43	1602	3.48975000E+001									TRUE	5	NP	F	0	-	485		TRUE	9	NP	F	0	-	975		TRUE	12	EX	AA	2776	9	1606	3.88640000E+001									
SPEED DEMON	Sub	CB1	0	0	0	10.95	30.492									TRUE	5	NP	F	0	-	379		TRUE	8	NP	F	0	-	736		TRUE	10	F	C	1095	-	1198	1.09500000E+001									TRUE	5	NP	F	0	-	422		TRUE	8	NP	F	0	-	731		TRUE	11	EX	AA	2178	7	1266	3.04920000E+001									
命の標本	Sub	CB1	0	0	0	0	33.5095									TRUE	4	NP	F	0	-	372		TRUE	8	NP	F	0	-	864		TRUE	11	NP	F	0	-	1358										TRUE	4	NP	F	0	-	372		TRUE	8	NP	F	0	-	846		TRUE	11	EX	AAA	2311	11	1275	3.35095000E+001									
Be a Hero!	Sub	LC2	0	0	0	22.197	40.7595									TRUE	4	NP	F	0	-	394		TRUE	9	HC	A	1560	3	1006		TRUE	11	EC	B	2114	79	1592	2.21970000E+001									TRUE	5	NP	F	0	-	494		TRUE	9	EX	AA	1521	9	921		TRUE	11	FC	AA	2811	2	1627	4.07595000E+001									
Raspberry Railgun	Sub	CB2	0	0	0	35.3565	40.684									TRUE	7	NP	F	0	-	719		TRUE	10	NP	F	0	-	1155		TRUE	12	HC	AA	2619	42	1606	3.53565000E+001									TRUE	7	NP	F	0	-	673		TRUE	10	EX	AAA	1919	8	1067		TRUE	12	EX	AA	2906	18	1694	4.06840000E+001									
STARLIGHT JUNCTION	Sub	CB1	0	0	0	0	33.379									TRUE	4	NP	F	0	-	454		TRUE	8	NP	F	0	-	816		TRUE	10	NP	F	0	-	1150										TRUE	4	NP	F	0	-	415		TRUE	8	NP	F	0	-	791		TRUE	10	EX	AAA	2302	1	1211	3.33790000E+001									
Antigravity	Sub	CB2	0	0	0	30.849	36.064									TRUE	6	NP	F	0	-	535		TRUE	10	HC	A	1428	16	1043		TRUE	12	HC	A	2373	62	1591	3.08490000E+001									TRUE	6	NP	F	0	-	558		TRUE	9	NP	F	0	-	1001		TRUE	12	EX	AA	2576	15	1467	3.60640000E+001									
バ→ビ→ブ→Bomb!	Bits	Bits	5000	8500	11000	0	34.4085									FALSE	5	NP	F	0	-	422		FALSE	9	NP	F	0	-	923		TRUE	11	NP	F	0	-	1294										FALSE	5	NP	F	0	-	431		FALSE	8	NP	F	0	-	939		TRUE	11	EX	AAA	2373	10	1297	3.44085000E+001									
NITROUS CANNON	Bits	Bits	7000	10000	12000	0	40.3785									FALSE	7	NP	F	0	-	713		TRUE	10	NP	F	0	-	1055		TRUE	12	NP	F	0	-	1875										FALSE	7	NP	F	0	-	696		TRUE	10	NP	F	0	-	1054		TRUE	12	HC	AA	2991	31	1852	4.03785000E+001									
SHOX	Sub	Sub	0	0	0	0	0									TRUE	5	NP	F	0	-	439		TRUE	8	NP	F	0	-	596		TRUE	10	NP	F	0	-	881										TRUE	7	NP	F	0	-	588		TRUE	9	NP	F	0	-	685		TRUE	11	NP	F	0	-	1109										
encounter	Sub	CB1	0	0	0	32.305	41.132									TRUE	5	NP	F	0	-	494		TRUE	9	HC	AA	1461	6	907		TRUE	12	HC	A	2485	63	1679	3.23050000E+001									TRUE	5	NP	F	0	-	505		TRUE	9	NP	F	0	-	886		TRUE	12	EX	AA	2938	9	1709	4.11320000E+001									
HYPE THE CORE	Sub	CB2	0	0	0	34.938	34.176									TRUE	6	NP	F	0	-	565		TRUE	10	NP	F	0	-	1044		TRUE	11	HC	AA	2588	30	1539	3.49380000E+001									TRUE	7	NP	F	0	-	564		TRUE	10	EX	AAA	1902	6	1046		TRUE	12	NC	A	2848	108	1871	3.41760000E+001									
City Never Sleeps (IIDX Edition)	Sub	CB2	0	0	0	0	37.613									TRUE	7	NP	F	0	-	668		TRUE	9	NP	F	0	-	977		TRUE	11	NP	F	0	-	1344										TRUE	7	NP	F	0	-	666		TRUE	9	NP	F	0	-	979		TRUE	11	EX	AAA	2594	6	1377	3.76130000E+001									
Rampage	Sub	CB1	0	0	0	36.803	51.301									TRUE	6	NP	F	0	-	653		TRUE	10	HC	AA	2030	46	1257		TRUE	12	HC	A	2831	63	1831	3.68030000E+001									TRUE	7	NP	F	0	-	648		TRUE	10	FC	AAA	2413	1	1253		TRUE	12	EX	AAA	3538	22	1983	5.13010000E+001									
REVOLVER	Bits	Bits	5000	8000	11000	0	34.132									TRUE	5	NP	F	0	-	471		TRUE	8	NP	F	0	-	844		TRUE	11	NP	F	0	-	1405										TRUE	5	NP	F	0	-	456		TRUE	8	NP	F	0	-	833		TRUE	11	EX	AA	2438	7	1374	3.41320000E+001									
DropZ-Line-	Bits	Bits	7000	10000	12000	0	32.24									FALSE	7	NP	F	0	-	696		TRUE	10	NP	F	0	-	1101		TRUE	12	NP	F	0	-	1648										FALSE	7	NP	F	0	-	677		TRUE	10	EX	AAA	1880	3	1040		TRUE	12	HC	A	2480	52	1771	3.22400000E+001									
Sleepless days	Sub	SS3	0	0	0	0	23.115									TRUE	4	NP	F	0	-	255		TRUE	6	NP	F	0	-	456		TRUE	9	NP	F	0	-	788										TRUE	4	NP	F	0	-	260		TRUE	6	NP	F	0	-	455		TRUE	9	FC	AAA	1541	0	789	2.31150000E+001									
MAXIVCORD	Sub	RT3	0	0	0	11.208	28.884									TRUE	5	NP	F	0	-	413		TRUE	9	HC	B	934	15	752	1.12080000E+001	TRUE	11	NP	F	0	-	1256										TRUE	5	NP	F	0	-	418		TRUE	9	NP	F	0	-	771		TRUE	11	FC	AA	1992	6	1175	2.88840000E+001									
Let's Bounce !!	Bits	Bits	4000	7500	10000	0	27.454									TRUE	4	NP	F	0	-	373		TRUE	7	NP	F	0	-	658		TRUE	10	NP	F	0	-	1146										TRUE	4	NP	F	0	-	396		TRUE	8	NP	F	0	-	684		TRUE	10	EX	AA	1961	5	1143	2.74540000E+001									
THE DAY OF JUBILATIONS	Sub	RT1	0	0	0	0	37.895									TRUE	7	NP	F	0	-	794		TRUE	10	NP	F	0	-	1234		TRUE	12	NP	F	0	-	1757										TRUE	7	NP	F	0	-	771		TRUE	10	NP	F	0	-	1223		TRUE	12	HC	A	2915	39	1883	3.78950000E+001									
KILL EACH OTHER	Sub	TRI2	0	0	0	16.544	43.19									TRUE	7	HC	AA	1155	4	711		TRUE	10	NC	B	1504	43	1270	1.65440000E+001	TRUE	12	NP	F	0	-	1945										TRUE	7	NP	F	0	-	713		TRUE	10	FC	AA	2206	3	1248		TRUE	12	EX	AA	3085	22	1889	4.31900000E+001									
抱きしめてモナムール	Sub	RT1	0	0	0	0	48.202									TRUE	5	NP	F	0	-	664		TRUE	10	NP	F	0	-	1189		TRUE	12	NP	F	0	-	2110										TRUE	6	NP	F	0	-	675		TRUE	10	NP	F	0	-	1212		TRUE	12	EX	AA	3443	20	2129	4.82020000E+001									
UNDERWORLD HOLOGRAPHY	Base	Base	0	0	0	0	39.984									TRUE	5	NP	F	0	-	580		TRUE	9	NP	F	0	-	1081		TRUE	11	NP	F	0	-	1648										TRUE	5	NP	F	0	-	578		TRUE	9	EX	AA	1975	2	1138		TRUE	11	EX	AA	2856	8	1644	3.99840000E+001									
R∞tAge	Sub	RT1	0	0	0	21.549	40.59	TRUE	3	NP	F	0	-	273		TRUE	5	NP	F	0	-	565		TRUE	8	NP	F	0	-	850		TRUE	11	NC	B	1959	76	1503	2.15490000E+001									TRUE	5	NP	F	0	-	569		TRUE	8	NP	F	0	-	1058		TRUE	11	FC	AAA	2706	4	1459	4.05900000E+001									
X-DEN	Sub	RT3	0	0	0	17.2395	39.324									TRUE	8	EX	A	1277	7	861	1.72395000E+001	TRUE	11	F	B	1654	77	1418		TRUE	12	NP	F	0	-	2220										TRUE	8	NP	F	0	-	896		TRUE	11	EX	AAA	2712	8	1495	3.93240000E+001	TRUE	12	NC	A	3240	106	2220										
HEISEI	Sub	SS3	0	0	0	19.604	34.1765	TRUE	2	NP	F	0	-	190		TRUE	6	NP	F	0	-	590		TRUE	10	HC	A	1508	30	992	1.96040000E+001	TRUE	11	NP	F	0	-	1291										TRUE	6	NP	F	0	-	581		TRUE	10	NP	F	0	-	1033		TRUE	11	EX	AAA	2357	8	1323	3.41765000E+001									
Drastic Dramatic	Sub	RT1	0	0	0	0	42.742									TRUE	7	NP	F	0	-	800		TRUE	10	NP	F	0	-	1231		TRUE	12	NP	F	0	-	1765										TRUE	7	NP	F	0	-	782		TRUE	10	EX	AAA	2286	2	1253		TRUE	12	EX	AA	3053	10	1736	4.27420000E+001									
GENE	Sub	RT3	0	0	0	20.75	45.892									TRUE	7	NP	F	0	-	664		TRUE	10	NP	F	0	-	1009		TRUE	12	F	C	2075	-	2183	2.07500000E+001									TRUE	7	NP	F	0	-	659		TRUE	9	NP	F	0	-	990		TRUE	12	EX	AA	3278	11	1986	4.58920000E+001									
Painful Fate	Sub	RT1	0	0	0	18.492	36.639									TRUE	7	NP	F	0	-	642		TRUE	10	HC	B	1541	38	1178	1.84920000E+001	TRUE	12	NP	F	0	-	1702										TRUE	7	NP	F	0	-	683		TRUE	10	EX	AAA	2006	3	1112		TRUE	12	HC	AA	2714	25	1677	3.66390000E+001									
SIGMA	Sub	RT2	0	0	0	6.26	45.654									TRUE	5	NP	F	0	-	430		TRUE	8	NP	F	0	-	804		TRUE	10	F	E	626	-	1395	6.26000000E+000									TRUE	5	NP	F	0	-	434		TRUE	9	FC	AAA	1655	0	911		TRUE	12	EX	AA	3261	20	1848	4.56540000E+001									
Digital Skipper	Sub	RT2	0	0	0	0	30.0005									TRUE	6	NP	F	0	-	504		TRUE	8	NP	F	0	-	807		TRUE	10	NP	F	0	-	1133										TRUE	6	NP	F	0	-	500		TRUE	8	NP	F	0	-	804		TRUE	10	EX	AAA	2069	6	1142	3.00005000E+001									
Lift Us High	Sub	RT1	0	0	0	0	34.365									TRUE	5	NP	F	0	-	494		TRUE	8	NP	F	0	-	808		TRUE	10	NP	F	0	-	1247										TRUE	5	NP	F	0	-	490		TRUE	8	NP	F	0	-	777		TRUE	10	FC	AAA	2291	3	1252	3.43650000E+001									
CODE:0	Sub	RT2	0	0	0	29.029	36.366									TRUE	5	NP	F	0	-	726		TRUE	9	NP	F	0	-	1120		TRUE	11	HC	A	2233	35	1454	2.90290000E+001									TRUE	6	NP	F	0	-	738		TRUE	10	FC	AAA	2026	0	1086		TRUE	11	EX	AAA	2508	5	1382	3.63660000E+001									
BLO§OM	Sub	RT1	0	0	0	0	34.278									TRUE	5	NP	F	0	-	550		TRUE	8	NP	F	0	-	843		TRUE	10	NP	F	0	-	1290										TRUE	5	NP	F	0	-	546		TRUE	8	FC	AAA	1500	2	815		TRUE	10	EX	AAA	2364	6	1316	3.42780000E+001									
ZENDEGI DANCE	Sub	RT2	0	0	0	0	33.474									TRUE	6	NP	F	0	-	602		TRUE	9	NP	F	0	-	935		TRUE	11	NP	F	0	-	1393										TRUE	6	NP	F	0	-	587		TRUE	9	NP	F	0	-	922		TRUE	11	EX	AA	2391	9	1378	3.34740000E+001									
Psycho Sheep Riddim	Sub	SS2	0	0	0	17.5095	27.328									TRUE	3	NP	F	0	-	324		TRUE	7	NP	F	0	-	512		TRUE	9	EX	A	1297	14	841	1.75095000E+001	TRUE	11	NP	F	0	-	1150		TRUE	3	NP	F	0	-	330		TRUE	7	FC	AAA	963	1	509		TRUE	9	EX	AAA	1607	4	842		TRUE	11	HC	AAA	1952	14	1091	2.73280000E+001	
COSMIC CYBER	Sub	RT1	0	0	0	0	32.634									TRUE	5	NP	F	0	-	524		TRUE	9	NP	F	0	-	862		TRUE	11	NP	F	0	-	1469										TRUE	6	NP	F	0	-	531		TRUE	9	NP	F	0	-	835		TRUE	11	EX	AA	2331	8	1325	3.26340000E+001									
A Tale Hidden In The Abyss	Sub	RT1	0	0	0	26	35.206									TRUE	6	NP	F	0	-	480		TRUE	9	EX	AA	1479	4	888		TRUE	11	HC	A	2000	55	1346	2.60000000E+001									TRUE	6	NP	F	0	-	483		TRUE	9	NP	F	0	-	864		TRUE	11	EX	AAA	2428	5	1346	3.52060000E+001									
Garuda	Sub	RT1	0	0	0	19.035	35.2785									TRUE	5	NP	F	0	-	541		TRUE	9	HC	AA	1410	15	842	1.90350000E+001	TRUE	11	F	D	1056	-	1323										TRUE	6	NP	F	0	-	541		TRUE	9	NP	F	0	-	876		TRUE	11	EX	AAA	2433	10	1319	3.52785000E+001									
グラナダの風	Sub	RT3	0	0	0	0	27.54									TRUE	5	NP	F	0	-	414		TRUE	8	NP	F	0	-	637		TRUE	10	NP	F	0	-	954										TRUE	5	NP	F	0	-	426		TRUE	7	FC	AAA	1212	2	642		TRUE	10	FC	AAA	1836	1	985	2.75400000E+001									
Unbelief	Sub	RT2	0	0	0	0	32.682									TRUE	5	NP	F	0	-	570		TRUE	10	NP	F	0	-	1113		TRUE	12	NP	F	0	-	1675										TRUE	6	NP	F	0	-	661		TRUE	10	NP	F	0	-	1092		TRUE	12	HC	A	2514	59	1716	3.26820000E+001									
CoMAAAAAAA	Sub	RT1	0	0	0	21.681	33.785									TRUE	6	NP	F	0	-	643		TRUE	9	EX	A	1606	17	1068	2.16810000E+001	TRUE	10	NP	F	0	-	1208										TRUE	6	NP	F	0	-	640		TRUE	10	EX	AAA	2083	8	1151		TRUE	10	EX	AAA	2330	15	1304	3.37850000E+001									
Wonderland	Sub	RT2	0	0	0	18.525	34.23									TRUE	5	NP	F	0	-	542		TRUE	9	HC	A	1425	18	957	1.85250000E+001	TRUE	11	NP	F	0	-	1393										TRUE	5	NP	F	0	-	533		TRUE	9	NP	F	0	-	901		TRUE	11	EX	AA	2445	7	1392	3.42300000E+001									
Mächö Mönky	Sub	RT3	0	0	0	0	36.316									TRUE	6	NP	F	0	-	754		TRUE	10	NP	F	0	-	1123		TRUE	12	NP	F	0	-	1588										TRUE	6	NP	F	0	-	643		TRUE	10	NP	F	0	-	1100		TRUE	12	EX	AA	2594	14	1522	3.63160000E+001									
